date,state,fips,cases,deaths
2020-03-30,Michigan,26,1022,65
2020-03-30,Minnesota,27,72,1
2020-03-30,Mississippi,28,89,2
2020-03-30,Missouri,29,147,1
2020-03-30,Montana,30,16,3
2020-03-30,Nebraska,31,48,1
2020-03-30,Nevada,32,124,3
2020-03-30,New Hampshire,33,56,0
2020-03-30,New Jersey,34,3250,38
2020-03-30,New Mexico,35,44,2
2020-03-30,New York,36,7606,259
2020-03-30,North Carolina,37,137,0
2020-03-30,North Dakota,38,11,2
2020-03-30,Northern Mariana Islands,69,0,0
2020-03-30,Ohio,39,268,10
2020-03-30,Oklahoma,40,52,1
2020-03-30,Oregon,41,58,3
2020-03-30,Pennsylvania,42,715,8
2020-03-30,Puerto Rico,72,47,1
2020-03-30,Rhode Island,44,114,1
2020-03-30,South Carolina,45,151,2
2020-03-30,South Dakota,46,11,0
2020-03-30,Tennessee,47,297,6
2020-03-30,Texas,48,331,11
2020-03-30,Utah,49,87,2
2020-03-30,Vermont,50,21,0
2020-03-30,Virgin Islands,78,7,0
2020-03-30,Virginia,51,131,4
2020-03-30,Washington,53,283,14
2020-03-30,West Virginia,54,21,0
2020-03-30,Wisconsin,55,147,3
2020-03-30,Wyoming,56,8,0
2020-03-31,Alabama,1,52,2
2020-03-31,Alaska,2,14,0
2020-03-31,Arizona,4,129,4
2020-03-31,Arkansas,5,56,1
2020-03-31,California,6,1161,37
2020-03-31,Colorado,8,362,18
2020-03-31,Connecticut,9,557,33
2020-03-31,Delaware,10,55,3
2020-03-31,District of Columbia,11,0,0
2020-03-31,Florida,12,1047,14
2020-03-31,Georgia,13,1085,23
2020-03-31,Guam,66,79,1
2020-03-31,Hawaii,15,20,1
2020-03-31,Idaho,16,111,2
2020-03-31,Illinois,17,924,23
2020-03-31,Indiana,18,371,15
2020-03-31,Iowa,19,74,1
2020-03-31,Kansas,20,61,1
2020-03-31,Kentucky,21,110,7
2020-03-31,Louisiana,22,1212,54
2020-03-31,Maine,23,28,2
2020-03-31,Maryland,24,248,3
2020-03-31,Massachusetts,25,868,28
2020-03-31,Michigan,26,1122,67
2020-03-31,Minnesota,27,53,2
2020-03-31,Mississippi,28,89,4
2020-03-31,Missouri,29,301,2
2020-03-31,Montana,30,21,1
2020-03-31,Nebraska,31,8,1
2020-03-31,Nevada,32,69,8
2020-03-31,New Hampshire,33,53,0
2020-03-31,New Jersey,34,2060,68
2020-03-31,New Mexico,35,34,0
2020-03-31,New York,36,8658,326
2020-03-31,North Carolina,37,224,4
2020-03-31,North Dakota,38,17,0
2020-03-31,Northern Mariana Islands,69,0,0
2020-03-31,Ohio,39,266,15
2020-03-31,Oklahoma,40,85,6
2020-03-31,Oregon,41,84,2
2020-03-31,Pennsylvania,42,841,24
2020-03-31,Puerto Rico,72,65,2
2020-03-31,Rhode Island,44,80,4
2020-03-31,South Carolina,45,158,4
2020-03-31,South Dakota,46,7,0
2020-03-31,Tennessee,47,0,0
2020-03-31,Texas,48,533,11
2020-03-31,Utah,49,81,1
2020-03-31,Vermont,50,37,1
2020-03-31,Virgin Islands,78,0,0
2020-03-31,Virginia,51,229,1
2020-03-31,Washington,53,113,5
2020-03-31,West Virginia,54,17,0
2020-03-31,Wisconsin,55,84,5
2020-03-31,Wyoming,56,25,0
2020-04-01,Alabama,1,107,15
2020-04-01,Alaska,2,10,0
2020-04-01,Arizona,4,115,5
2020-04-01,Arkansas,5,60,2
2020-04-01,California,6,1234,29
2020-04-01,Colorado,8,356,11
2020-04-01,Connecticut,9,429,16
2020-04-01,Delaware,10,49,1
2020-04-01,District of Columbia,11,91,2
2020-04-01,Florida,12,1024,15
2020-04-01,Georgia,13,631,29
2020-04-01,Guam,66,8,1
2020-04-01,Hawaii,15,34,0
2020-04-01,Idaho,16,143,0
2020-04-01,Illinois,17,986,39
2020-04-01,Indiana,18,406,15
2020-04-01,Iowa,19,51,2
2020-04-01,Kansas,20,54,1
2020-04-01,Kentucky,21,92,2
2020-04-01,Louisiana,22,1187,33
2020-04-01,Maine,23,41,2
2020-04-01,Maryland,24,323,15
2020-04-01,Massachusetts,25,1118,33
2020-04-01,Michigan,26,1663,72
2020-04-01,Minnesota,27,60,5
2020-04-01,Mississippi,28,136,2
2020-04-01,Missouri,29,230,3
2020-04-01,Montana,30,19,0
2020-04-01,Nebraska,31,56,1
2020-04-01,Nevada,32,166,6
2020-04-01,New Hampshire,33,48,1
2020-04-01,New Jersey,34,3559,88
2020-04-01,New Mexico,35,48,2
2020-04-01,New York,36,8057,391
2020-04-01,North Carolina,37,54,1
2020-04-01,North Dakota,38,21,0
2020-04-01,Northern Mariana Islands,69,4,1
2020-04-01,Ohio,39,348,10
2020-04-01,Oklahoma,40,153,7
2020-04-01,Oregon,41,46,1
2020-04-01,Pennsylvania,42,808,2
2020-04-01,Puerto Rico,72,47,3
2020-04-01,Rhode Island,44,78,2
2020-04-01,South Carolina,45,210,4
2020-04-01,South Dakota,46,21,1
2020-04-01,Tennessee,47,606,10
2020-04-01,Texas,48,685,6
2020-04-01,Utah,49,125,2
2020-04-01,Vermont,50,28,3
2020-04-01,Virgin Islands,78,0,0
2020-04-01,Virginia,51,261,7
2020-04-01,Washington,53,296,23
2020-04-01,West Virginia,54,29,1
2020-04-01,Wisconsin,55,199,8
2020-04-01,Wyoming,56,17,0
